"season","id","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","strength_of_schedule"
"A","502",-1.2682079120729,0.00564618626345646,0.357096173721558,-2.00892471439435,-1.50137306410796,-1.2582799040977,-1.02503913421438,-0.600620904907471,0.203068273864043
"A","503",-1.24388050109232,0.00563999545220227,0.35670463243901,-1.95802509048501,-1.48356633487087,-1.24046533942757,-0.999391580699524,-0.568055931591177,0.164565486294216
"A","504",0.560866106690443,0.00419256161764545,0.265160878847192,0.0487592495058727,0.375990156591939,0.560069774683197,0.735230622353089,1.0784383866819,0.327463428453565
"A","505",6.76897710709169e-05,0.0126437194400692,0.79965903053535,-1.56036222679022,-0.54812369658989,-0.000414687696175253,0.556582315329144,1.51352260172438,NA
"A","506",-1.13022522848065,0.00461996847772935,0.292192462156113,-1.70980747128212,-1.32934302012236,-1.12944222235682,-0.928769339772541,-0.583666030284724,-0.577675443857231
"A","507",-0.00503560438178053,0.0127365457900497,0.805529884391713,-1.62372670233971,-0.538348295354663,0.00179368509538715,0.524877640625779,1.60280191984025,NA
"A","508",-0.702442288208294,0.00477477051319463,0.301983002526122,-1.29377445363116,-0.90823786765974,-0.700521998198296,-0.495353584471401,-0.12988719415211,-0.369503887673984
"A","509",-0.324320693665849,0.00436540905176835,0.276092710438077,-0.851538962147281,-0.505858844307952,-0.326490813007393,-0.143481132507967,0.229206235338001,-0.0787853973672752
"A","510",-0.940783015505928,0.00501148301559305,0.316954015690463,-1.57232163583484,-1.14962737408728,-0.941639075358643,-0.725739930934159,-0.338533971502682,-0.0242958529566089
"A","511",1.28003278892172,0.00440418521067968,0.278545130059526,0.765569391401848,1.08463676483669,1.27697161023845,1.46434121271754,1.85104593012777,0.459012250145978
"A","512",-0.0444495888977043,0.00448689501258026,0.28377615723607,-0.593943349868511,-0.238545765141738,-0.0465965812176463,0.144809157074151,0.524926423398097,0.350651449286062
"A","513",0.80016107413668,0.00473573457769343,0.299514153190538,0.230355162921824,0.595007949644704,0.80193200799672,0.998304663863688,1.41267046543457,-0.100442602319736
"A","514",0.0038042782441322,0.0128736739417139,0.814202630203475,-1.62120472303118,-0.532311594549231,-0.00891363555594779,0.54561569434658,1.5943989769242,NA
"A","515",0.642629468805226,0.00427347916871134,0.270278554128216,0.110826532401877,0.458963600544315,0.638502376801042,0.825083641356424,1.18532822909042,0.491767545987875
"A","516",-0.584456024987211,0.00457327025595738,0.289239007286531,-1.16827561193608,-0.770542123522226,-0.584321602350605,-0.388114796130483,-0.0336804196810282,-0.0152865227920604
"A","517",-1.49470276270079,0.00527488255291112,0.333612865141656,-2.16775279671348,-1.71240207236183,-1.48428224629716,-1.26101206435988,-0.856710890240853,-0.572799898850734
"A","518",0.487935445086763,0.00417959727678423,0.264340941937507,-0.03510716196152,0.306711635048863,0.488971009055544,0.671079765506519,1.00211890886944,0.174492191655252
