"season","id","mean","sd","2.5%","25%","50%","75%","97.5%"
"A","502",-6.62560046329309,2.36928060022707,-11.2962763923089,-8.23982997408082,-6.57995563841201,-5.0234707972934,-2.0712076214644
"A","503",-10.4532583491728,2.34735731970558,-15.0028993893955,-12.052116982003,-10.4865350994397,-8.86326347008434,-5.92693842407921
"A","504",4.34507119394001,2.19361768416238,0.0160341775699597,2.8703695272066,4.31241358244157,5.87461088462678,8.6033798807861
"A","505",-0.0121276803971661,9.210922984105,-18.0409464382485,-6.01074445675175,-0.096706001536228,6.09893943181812,17.9743005602171
"A","506",-19.5229155293044,2.36876843236694,-24.1955739418622,-21.1332983236878,-19.5043643537166,-17.9034136447745,-14.986809484121
"A","507",-0.03712701400277,9.20511241276891,-17.9537897700149,-6.07400172638377,-0.044316761388106,6.0622236960778,17.8416195690435
"A","508",-14.1901521065295,2.40487657843175,-18.9496544623941,-15.7842131656951,-14.1262347891219,-12.5044400299574,-9.64007459227653
"A","509",-1.08310310518823,2.21035688418758,-5.49126756850217,-2.57864105114467,-1.09252262874464,0.419984507029272,3.26493265139982
"A","510",-12.4005974623655,2.23932239118518,-16.6770106637853,-13.9439774425504,-12.391169955144,-10.8419387007602,-8.03424513084568
"A","511",14.0046600119817,2.08548369626181,9.8812583416137,12.6295252065964,14.0592571350827,15.4219392930294,18.0166921962507
"A","512",-0.823008380594474,2.17840620393959,-5.00784050032241,-2.29009810404932,-0.840271783238904,0.625276145918712,3.46782552812307
"A","513",6.88743610395843,2.23513434693421,2.64421584187105,5.34021181670009,6.87541890180052,8.43769784300724,11.3125615728169
"A","514",0.00771300363950147,9.39372922517565,-18.4341563118911,-6.35163340565353,-0.181773508347399,6.36534464581912,18.7847395951437
"A","515",8.18503954447605,2.04222801044021,4.31448454792549,6.80399830481951,8.18718886064383,9.54590488269081,12.1940696834595
"A","516",-5.47027737656093,2.31327737550907,-9.9448884654296,-7.00603654846157,-5.52426119279187,-3.86033596252558,-0.987053526664995
"A","517",-16.7262023236554,2.37218495199801,-21.5470813186358,-18.2739898779866,-16.7463252788993,-15.1384259723688,-12.1174519028708
"A","518",4.82184913192542,2.06228981794561,0.865818106342383,3.40955746915353,4.86441133072705,6.18691510075744,8.72921501683633
"A","519",1.52683571629006,2.17158209663019,-2.68155211786716,0.0505754078758594,1.47086801460213,3.00150421912895,5.87522681230563
"A","520",2.778895589103,2.20044791449425,-1.45333020558352,1.29348531613821,2.76182769298067,4.25521911986628,7.12949630770257
"A","521",-2.61053643104653,2.3029762078159,-7.1379731823624,-4.17266330741405,-2.58939531161159,-1.10032984044698,2.06002417618621
"A","522",-0.0611550600999979,9.22574237318906,-18.0303392698682,-6.14982512146773,-0.0417698491835813,6.08958625915346,17.6594249734779
"A","523",-12.0325412210975,2.42583025896917,-16.8803084687831,-13.6450900411511,-11.9761545034231,-10.3958222182227,-7.34304532374947
"A","524",0.139845436007537,9.20335173351271,-18.3713930985647,-5.99950661581671,0.0835345759384203,6.32813482971913,18.4314022018879
"A","525",0.115733490186044,9.06813833218848,-17.7274789126221,-5.99058724948139,0.00942211544367733,6.13463420588583,17.6201186197136
"A","526",-1.49501912914389,2.27396981947877,-5.97179008654953,-3.07540443105498,-1.51467103478028,0.0680558073037054,2.84705674228309
"A","527",13.8392857525032,2.12698108075948,9.65504149381507,12.3817807656096,13.8510281399666,15.2521524962173,18.0924504159788
"A","528",1.30471870347529,2.18741095119009,-3.07702703591119,-0.190040844837557,1.37887697262883,2.82887538518263,5.45636516588442
"A","529",3.12715823123599,2.39396721007547,-1.51827287902026,1.46019553760859,3.16874400809926,4.79204382705449,7.63165131004221
"A","530",8.65743657193981,2.10497639205011,4.54595948385578,7.25526688231633,8.63934829588977,10.0725796025581,12.9300232508413
"A","531",-7.48306815144091,2.20143508452137,-11.8401445633547,-8.94205520968763,-7.46545478999606,-6.00935597023084,-3.23196376730943
"A","532",-0.0632445223951655,9.16294755348714,-18.2679709089853,-6.14144168969995,-0.0137631437722996,5.85504377350735,18.0528036367455
"A","533",-2.16881504464462,2.25755039821669,-6.52955868983253,-3.65039959433744,-2.1573846915281,-0.659075376632492,2.28960024402327
"A","534",-8.20774453384498,2.20689760685425,-12.5275643436612,-9.75514981257873,-8.21289481474577,-6.69231467015717,-3.93114320874918
"A","535",3.00562706872671,2.26277822730502,-1.34285420770175,1.46683766992408,2.97967309985537,4.51143713994097,7.52875779162166
"A","536",6.02522182184856,2.21071156356869,1.65764665053821,4.53822616614548,6.03045369119945,7.47776699805757,10.4933910062122
"A","537",-3.60513276889145,2.42444599465903,-8.24287869660656,-5.27088906499741,-3.62272677521909,-1.91061455402525,1.12035484058695
"A","538",-5.18978992200754,2.22869682132326,-9.42906704961014,-6.71427822727795,-5.19102961156395,-3.64918741979406,-0.753709634610236
"A","539",10.2173507677184,2.19574195185054,5.93000498570593,8.71459634385187,10.2335570865904,11.6745985680968,14.5642295698775
"A","540",-4.39988453585908,2.22855421269352,-8.82886140181313,-5.89295460334567,-4.41471086267569,-2.92245696339867,-0.0113630993143874
"A","541",3.30130019120812,2.12019623719926,-0.846391909718463,1.8886544582517,3.31148461139644,4.72108068992544,7.44822851191379
"A","542",-0.0209925507016336,9.32369760017477,-18.103326282629,-6.15989533766116,-0.0562847331298987,6.0516979398965,18.2158761230931
"A","543",-7.6647635410314,2.30868807547549,-12.2247304057664,-9.17727704308824,-7.67169612111478,-6.14624049516065,-2.97112316192676
"A","544",-8.68953814607038,2.28783298293721,-13.2465872386768,-10.2375269603963,-8.68199479941402,-7.14128563215048,-4.31588259101078
"A","545",-4.67530571600374,2.26599544265024,-9.06150534216769,-6.20214678141041,-4.66823373122327,-3.12896217075321,-0.265612837559111
"A","546",6.58827653636896,2.10414517021549,2.4388003142706,5.15554494806076,6.54721325964928,8.00377223615987,10.705028350228
"A","547",-0.508576276845421,2.30979594224171,-5.02900270855937,-2.0771040813653,-0.511044311551264,1.0934663576985,3.89434607812432
"A","548",-24.5872151617234,2.23572938856218,-28.8967083516217,-26.1346157094868,-24.59489084219,-23.1288579756316,-20.0727192665126
"A","549",20.2252888189968,2.104273102383,16.1088993943778,18.8042885362229,20.2779167744095,21.6462160366243,24.3254887693915
"A","550",-14.0640214407571,2.40466696554667,-18.6415214378835,-15.6555215336731,-14.0612524218112,-12.4775482507326,-9.28435124066369
"A","551",11.2614422924022,2.17133821898066,7.06276826429559,9.80614716246812,11.253295633333,12.7355751109842,15.493107970017
"A","552",-13.1681955410853,2.23811202138521,-17.5830901840806,-14.6496829471596,-13.1637321666687,-11.6441256511499,-8.71836822428035
"A","553",-15.3790008280842,2.30144139487883,-19.8948186188441,-16.9295380897125,-15.3525851090364,-13.8400499667837,-10.7916133006898
"A","554",5.27433274777745,2.26611662963488,0.793381881851515,3.77168249765771,5.30341570405733,6.82710076014765,9.63512706950541
