"id","pred"
"A_511_515",0.733566678235186
"A_511_519",0.918519593730178
"A_511_527",0.505507450661146
"A_511_530",0.727167119660766
"A_511_539",0.647886415301951
"A_511_541",0.883697408132279
"A_511_549",0.286129737110266
"A_511_551",0.614091454053814
"A_511_555",0.960433036902205
"A_511_559",0.161648734149705
"A_511_576",0.61243988768174
"A_511_577",0.48739391265086
"A_511_581",0.673640281397603
"A_511_599",0.735322316245306
"A_511_603",0.281825599768025
"A_511_604",0.438443188202764
"A_511_606",0.460945777596857
"A_511_625",0.443325908921313
"A_511_628",0.379618458640132
"A_511_629",0.713610684611092
"A_511_636",0.369622967791511
"A_511_637",0.784505754011113
"A_511_640",0.0986571408685622
"A_511_651",0.557800731150766
"A_511_660",0.566952811328425
"A_511_662",0.537808357392406
"A_511_663",0.32957909150098
"A_511_666",0.567808592286815
"A_511_670",0.530747069663852
"A_511_675",0.574824770060708
"A_511_679",0.922629137185768
"A_511_681",0.726002490901064
"A_511_685",0.961605201106519
"A_511_690",0.842932240387279
"A_511_701",0.725605064210011
"A_511_703",0.81235949291388
"A_511_708",0.43007879991689
"A_511_721",0.626977947194433
"A_511_729",0.444543732430294
"A_511_732",0.87524112728065
"A_511_736",0.865873712229611
"A_511_738",0.436636539610692
"A_511_747",0.958211911891574
"A_511_756",0.965355674863429
"A_511_758",0.749315272350617
"A_511_783",0.570507462439043
"A_511_786",0.473136001419993
"A_511_789",0.691817660455293
"A_511_793",0.643771837141518
"A_511_796",0.554628129084721
"A_511_802",0.625420955393831
"A_511_809",0.990810446538766
"A_511_810",0.574973984772224
"A_511_812",0.946085046789067
"A_511_815",0.94253995811191
"A_511_821",0.423245812027067
"A_511_825",0.786850164107283
"A_511_826",0.956827120950116
"A_511_829",0.373420784295926
"A_511_831",0.670511082941361
"A_511_833",0.96731633617797
"A_511_839",0.423141621952848
"A_511_844",0.736653376868815
"A_515_519",0.779808455942636
"A_515_527",0.270987061150415
"A_515_530",0.492273587605538
"A_515_539",0.40360938178113
"A_515_541",0.715674314536695
"A_515_549",0.117345209985551
"A_515_551",0.369326692271775
"A_515_555",0.871203268122275
"A_515_559",0.0535527782520966
"A_515_576",0.367699637492864
"A_515_577",0.256156601488877
"A_515_581",0.431070854358487
"A_515_599",0.502136058665733
"A_515_603",0.11486342247838
"A_515_604",0.21812138851881
"A_515_606",0.235243365926216
"A_515_625",0.221785156231871
"A_515_628",0.176154728193857
"A_515_629",0.476208425824739
"A_515_636",0.169412841934211
"A_515_637",0.565081380034783
"A_515_640",0.0278818922738885
"A_515_651",0.316239545479644
"A_515_660",0.324549388947849
"A_515_662",0.298499081585369
"A_515_663",0.143503196635828
"A_515_666",0.325332590886465
"A_515_670",0.292365234477212
"A_515_675",0.331794008581092
"A_515_679",0.78795473291402
"A_515_681",0.490877473401798
"A_515_685",0.874100183867702
"A_515_690",0.649120217736722
"A_515_701",0.490401749478715
"A_515_703",0.60372032792298
"A_515_708",0.211910566122843
"A_515_721",0.38217396164793
"A_515_729",0.222703366843342
"A_515_732",0.701210593645593
"A_515_736",0.685615288521838
"A_515_738",0.216772917584061
"A_515_747",0.865781002619804
"A_515_756",0.883545137507102
"A_515_758",0.519421026517764
"A_515_783",0.327809545840902
"A_515_786",0.244774896939658
"A_515_789",0.451201286724534
"A_515_793",0.399331872644882
"A_515_796",0.313386859516742
"A_515_802",0.380607242476522
"A_515_809",0.958563540673153
"A_515_810",0.331932209184111
"A_515_812",0.837537622971995
"A_515_815",0.829660087583663
"A_515_821",0.206897699745035
"A_515_825",0.56824333949425
"A_515_826",0.8624429831523
"A_515_829",0.171961386537606
"A_515_831",0.427669265364963
"A_515_833",0.888597183013273
"A_515_839",0.206821684111863
"A_515_844",0.50376030754425
"A_519_527",0.0835815475958078
"A_519_530",0.214496818714987
"A_519_539",0.154918994806336
"A_519_541",0.420150822161701
"A_519_549",0.0250031851273565
"A_519_551",0.134540016995453
"A_519_555",0.640782432079025
"A_519_559",0.00858873681038661
"A_519_576",0.133607577282552
"A_519_577",0.0768207165759593
"A_519_581",0.17227967143827
"A_519_599",0.221780991873421
"A_519_603",0.0242700483879948
"A_519_604",0.0605587608375612
"A_519_606",0.0676879980958808
"A_519_625",0.0620579813977833
"A_519_628",0.0444090450189029
"A_519_629",0.202925103273692
"A_519_636",0.0419910114474983
"A_519_637",0.271699453041302
"A_519_640",0.00363274936228532
"A_519_651",0.105688701364071
"A_519_660",0.109993815144331
"A_519_662",0.0967544478703822
"A_519_663",0.0331597380713755
"A_519_666",0.11040355543211
"A_519_670",0.0937460383579818
"A_519_675",0.113810218225527
"A_519_679",0.511088482597757
"A_519_681",0.213476865093672
"A_519_685",0.645962510318997
"A_519_690",0.348785977928984
"A_519_701",0.213129946108669
"A_519_703",0.305531092154603
"A_519_708",0.0580499842068274
