"season","id","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","strength_of_schedule"
"A","502",-6.6295061205541,0.0371065611224227,2.34682498566219,-11.3506457732644,-8.22443585220482,-6.58798921272833,-5.09682493879509,-2.077688663982,3.82084286111288
"A","503",-10.418195365698,0.0361046890885935,2.28346103464368,-14.912875697253,-11.9422793772605,-10.4243189495098,-8.84880913853946,-5.89192147711691,2.52783782736851
"A","504",4.33437765945144,0.0344025291641237,2.17580698857999,0.125623511720766,2.81808118024433,4.33441939539647,5.81669210120851,8.607636672338,4.21574735414351
"A","505",-0.152736074646667,0.142933665038619,9.03991871675227,-17.7639267962528,-6.08242828811818,-0.17198159220637,5.98843894323169,17.3432467744343,NA
"A","506",-19.6263662724708,0.0372448060563842,2.35556836298815,-24.2492569874594,-21.1939452654017,-19.6295008870231,-18.0272941450636,-15.1352312320011,-8.9618733645104
"A","507",0.0100404297648208,0.144843652482094,9.16071692922639,-18.3266679095732,-6.02782140075385,0.0280469882168524,6.09845468571967,17.5948665432518,NA
"A","508",-14.2137477266133,0.0373343902898585,2.36123416739254,-18.8436568278387,-15.7865448163412,-14.212412623367,-12.6467681005667,-9.60700890701196,-6.60253282743943
"A","509",-1.04198871626559,0.0354422384558107,2.24156397790342,-5.46616802482157,-2.57518903731237,-1.05858548939087,0.501378321780224,3.39028840360091,-0.338230424304992
"A","510",-12.4076770925945,0.0353187574474925,2.23375435322222,-16.6955243947209,-13.8647930684525,-12.4176970218801,-10.9574118629164,-7.84920655076167,-0.012198501497334
"A","511",14.0422105280499,0.0325723475085538,2.06005613731082,10.0004871414554,12.6384294817633,14.004587605429,15.4059368692319,18.1175862960287,6.49147760271941
"A","512",-0.739980806603525,0.0360793136480696,2.28185615086997,-5.25856968529831,-2.28244905225162,-0.706856434142684,0.867209129026143,3.50796415718144,4.61746806776261
"A","513",6.89092719870196,0.0354647985470509,2.24299080335422,2.38124806694333,5.3915257607771,6.93568043065778,8.3560128747885,11.1667462287514,-0.573455682387517
"A","514",-0.0743053372478488,0.150273325891435,9.50411962771372,-18.8000837140803,-6.28308869645224,-0.0897887343678399,6.25756793821609,18.7459687054175,NA
"A","515",8.20386547098799,0.0330635710215173,2.0911238401347,4.06348085602614,6.81543234147471,8.16870323054818,9.66110793861243,12.2615196902278,5.7142388095139
"A","516",-5.45793787908674,0.0361711110321882,2.28766192721118,-9.85291785904984,-7.015588554413,-5.52205768339068,-3.96370617442056,-0.819998301821846,0.536382752843689
"A","517",-16.7463157509483,0.0361604462679683,2.2869874282983,-21.2107935699705,-18.2854836120611,-16.7497496797125,-15.2056762072241,-12.3207662332115,-7.32892396398552
"A","518",4.81004946115142,0.0334376875598182,2.11478504756206,0.63473999534019,3.40264166934309,4.78626241092484,6.20030438442983,9.04137551453645,2.89661024513951
"A","519",1.49155013180462,0.0351289055190424,2.22174706298067,-2.92907324060532,0.0120811533372055,1.44303176527891,3.00928769876485,5.82708581907688,-3.19109757515529
"A","520",2.82622533024861,0.0359983614407506,2.27673628373505,-1.67965160928186,1.28596086816628,2.84034284929903,4.36777281396345,7.26365787370035,1.82716250649338
"A","521",-2.61457630944063,0.0354510449983647,2.24212095255905,-7.03975364944635,-4.15366907018758,-2.60834968906129,-1.12532291686779,1.73997791323566,1.27882936037211
"A","522",-0.000229387404019127,0.148474631966074,9.39036023536073,-18.1645485163384,-6.35324631382611,-0.0432514828424964,6.28598536764589,18.3987362888868,NA
"A","523",-12.0332818516902,0.0388773819740486,2.45882153004733,-16.8582138053155,-13.6860026200715,-12.0669936377719,-10.3398617796361,-7.37889945066201,-9.15987966859375
"A","524",0.196062151363085,0.139111162976022,8.79816245918233,-16.8039096047466,-5.57383845896839,0.123642778189669,6.01688490782634,17.5813662355417,NA
"A","525",-0.0820601160697153,0.148217381933876,9.37409031476279,-17.9185716529039,-6.54147384233976,-0.132461430523393,6.20743656118355,18.2041728789913,NA
"A","526",-1.4304765492307,0.035877766569455,2.26910919438647,-5.86640978029872,-2.99191354175593,-1.44478802285966,0.0507424758945759,3.14135058244382,-0.696242628000069
