"season","id","mean","sd","2.5%","25%","50%","75%","97.5%"
"A","502",-1.26746668287736,0.36497854487005,-2.00481841983303,-1.51220858472178,-1.25588970408093,-1.01662394102771,-0.586381370201195
"A","503",-1.25003813116228,0.3470911483583,-1.95232530324762,-1.47885991067315,-1.239860054887,-1.00878228918897,-0.592227438992586
"A","504",0.555765566485266,0.276428658240883,-0.00694748826356378,0.367338285764613,0.56439006531249,0.739786773381748,1.08166300836025
"A","505",0.010254864608279,0.800254222243343,-1.56852215285071,-0.528338835989048,0.0140998642142192,0.543464141059107,1.57890715066167
"A","506",-1.13134583583397,0.299087239531849,-1.73503883052491,-1.3286094645682,-1.12473973279215,-0.931072711337784,-0.553098016048947
"A","507",0.00333230293429765,0.796389366256502,-1.54900445876132,-0.539197913311147,0.0043973757779634,0.545809371522763,1.52355544729683
"A","508",-0.70810692478532,0.302682587837996,-1.31191195786028,-0.909355563957348,-0.698534314256722,-0.506595586612639,-0.124285199833256
"A","509",-0.333903508854212,0.287329365410615,-0.904333438734431,-0.526999124422605,-0.329831256950369,-0.147171081260774,0.218229180607364
"A","510",-0.950816056665104,0.306764617697406,-1.55306822196603,-1.15686219069728,-0.946665639228838,-0.740561633524477,-0.353400235078907
"A","511",1.27882012836307,0.29146891643155,0.716564777534239,1.08000728683938,1.27558620348499,1.47378460456121,1.86837333131558
"A","512",-0.0500232478918879,0.288609315001355,-0.610484990798042,-0.247698105215884,-0.0545760072223428,0.144332044902743,0.52795519432543
"A","513",0.79200975136565,0.310282794398354,0.17948343598072,0.585568715281993,0.786265980376586,0.993072799156272,1.42239754091998
"A","514",0.00114198927076222,0.807685405842817,-1.59580715139933,-0.515802624230877,-0.0137958891488253,0.515944868669032,1.59788593319623
"A","515",0.636655863774261,0.278427302401597,0.095830236287121,0.449466082847223,0.634572029513543,0.823229894695194,1.17137748500143
"A","516",-0.590173464989438,0.288006781850245,-1.1612610024903,-0.783063985061064,-0.587349939176434,-0.391699351142107,-0.0370233422871623
"A","517",-1.50256860954283,0.327437303076621,-2.11609311083993,-1.72893832075667,-1.50118317941219,-1.27503900041161,-0.880790213299485
